inner_id,num_rating,avg_rating,avg_rating_q,beta,access_type,access,log_access
1989,24,4.667002635371162,"(4.145, 4.807]",,data,0.0017520805957074025,-2.756445920162273
1990,2,3.1172053628591856,"(0.692, 3.316]",,data,0.0001460067163089502,-3.8356271662098975
1991,2,4.515846030274262,"(4.145, 4.807]",,data,0.0001460067163089502,-3.8356271662098975
1992,10,4.956678200566222,"(4.807, 9.624]",,data,0.0007300335815447511,-3.1366571618738788
1993,7,4.154838152551026,"(4.145, 4.807]",,data,0.0005110235070813257,-3.291559121859622
1994,1,4.584967478670572,"(4.145, 4.807]",,data,7.30033581544751e-05,-4.136657161873879
1995,1,2.3978952727983707,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
1996,46,3.286785322109777,"(0.692, 3.316]",,data,0.0033581544751058547,-2.473899330192305
1997,51,3.4755766533755788,"(3.316, 4.145]",,data,0.0037231712658782304,-2.4290869857759425
1998,15,3.3801401145016694,"(3.316, 4.145]",,data,0.0010950503723171265,-2.960565902818198
1999,1,1.9459101490553132,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2000,4,3.6460933900629793,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2001,11,4.085147454551482,"(3.316, 4.145]",,data,0.0008030369396992261,-3.095264476715654
2002,2,2.898028875382686,"(0.692, 3.316]",,data,0.0001460067163089502,-3.8356271662098975
2003,3,2.5362902097304194,"(0.692, 3.316]",,data,0.0002190100744634253,-3.6595359071542166
2004,2,4.152989105483651,"(4.145, 4.807]",,data,0.0001460067163089502,-3.8356271662098975
2005,1,5.988961416889864,"(4.807, 9.624]",,data,7.30033581544751e-05,-4.136657161873879
2006,97,4.964062851723216,"(4.807, 9.624]",,data,0.007081325740984085,-2.149885427607634
2007,39,3.8574469220357557,"(3.316, 4.145]",,data,0.0028471309680245293,-2.5455925548473797
2008,22,4.857574968187013,"(4.807, 9.624]",,data,0.0016060738793984522,-2.7942344810516726
2009,55,4.752203859932306,"(4.145, 4.807]",,data,0.0040151846984961305,-2.396294472379635
2010,6,4.962352544406918,"(4.807, 9.624]",,data,0.0004380201489268506,-3.3585059114902354
2011,8,4.430009598548288,"(4.145, 4.807]",,data,0.0005840268652358008,-3.2335671748819355
2012,34,4.396406453661847,"(4.145, 4.807]",,data,0.0024821141772521536,-2.605178244831624
2013,4,3.4929866560763028,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2014,52,4.9324237919507805,"(4.807, 9.624]",,data,0.0037961746240327055,-2.4206538182390798
2015,12,4.811499815964333,"(4.807, 9.624]",,data,0.0008760402978537013,-3.057475915826254
2016,5,4.596035014894704,"(4.145, 4.807]",,data,0.00036501679077237555,-3.43768715753786
2017,1,4.290459441148391,"(4.145, 4.807]",,data,7.30033581544751e-05,-4.136657161873879
2018,4,5.703914055578602,"(4.807, 9.624]",,data,0.0002920134326179004,-3.5345971705459167
2019,44,4.750311244554667,"(4.145, 4.807]",,data,0.0032121477587969045,-2.4932044853876913
2020,4,5.091606519856667,"(4.807, 9.624]",,data,0.0002920134326179004,-3.5345971705459167
2021,8,4.703756776006438,"(4.145, 4.807]",,data,0.0005840268652358008,-3.2335671748819355
2022,5,5.426739278846287,"(4.807, 9.624]",,data,0.00036501679077237555,-3.43768715753786
2023,21,4.382944042123981,"(4.145, 4.807]",,data,0.0015330705212439773,-2.8144378671399597
2024,2,4.0140645297158795,"(3.316, 4.145]",,data,0.0001460067163089502,-3.8356271662098975
2025,4,3.4079471052038492,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2026,4,4.003814099671884,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2027,1,2.3978952727983707,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2028,6,3.7439536286224144,"(3.316, 4.145]",,data,0.0004380201489268506,-3.3585059114902354
2029,3,5.219459379255916,"(4.807, 9.624]",,data,0.0002190100744634253,-3.6595359071542166
2030,2,3.9679725516768505,"(3.316, 4.145]",,data,0.0001460067163089502,-3.8356271662098975
2031,13,4.533902671231285,"(4.145, 4.807]",,data,0.0009490436560081764,-3.0227138095670423
2032,4,3.5086374244233474,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2033,76,4.327694558666971,"(4.145, 4.807]",,data,0.005548255219740108,-2.2558435695930874
2034,5,2.313936759757768,"(0.692, 3.316]",,data,0.00036501679077237555,-3.43768715753786
2035,9,4.251457722726928,"(4.145, 4.807]",,data,0.000657030223390276,-3.182414652434554
2036,6,4.950072872483181,"(4.807, 9.624]",,data,0.0004380201489268506,-3.3585059114902354
2037,7,3.1412365863530973,"(0.692, 3.316]",,data,0.0005110235070813257,-3.291559121859622
2038,3,3.1638672922083466,"(0.692, 3.316]",,data,0.0002190100744634253,-3.6595359071542166
2039,7,3.9389562247834307,"(3.316, 4.145]",,data,0.0005110235070813257,-3.291559121859622
2040,11,4.657567780339982,"(4.145, 4.807]",,data,0.0008030369396992261,-3.095264476715654
2041,4,4.178004612804072,"(4.145, 4.807]",,data,0.0002920134326179004,-3.5345971705459167
2042,85,4.9599106096976815,"(4.807, 9.624]",,data,0.006205285443130384,-2.2072382361595864
2043,5,5.8625724075023244,"(4.807, 9.624]",,data,0.00036501679077237555,-3.43768715753786
2044,4,5.47897996865847,"(4.807, 9.624]",,data,0.0002920134326179004,-3.5345971705459167
2045,81,4.36034658940537,"(4.145, 4.807]",,data,0.005913272010512484,-2.2281721429952293
2046,3,6.0437902267917325,"(4.807, 9.624]",,data,0.0002190100744634253,-3.6595359071542166
2047,67,4.452834012493743,"(4.145, 4.807]",,data,0.004891224996349832,-2.3105823591730523
2048,29,4.524603269072255,"(4.145, 4.807]",,data,0.002117097386479778,-2.6742591639749227
2049,2,3.545038417888046,"(3.316, 4.145]",,data,0.0001460067163089502,-3.8356271662098975
2050,13,3.4991124827000695,"(3.316, 4.145]",,data,0.0009490436560081764,-3.0227138095670423
2051,1,5.945420608606575,"(4.807, 9.624]",,data,7.30033581544751e-05,-4.136657161873879
2052,81,4.600792111273226,"(4.145, 4.807]",,data,0.005913272010512484,-2.2281721429952293
2053,5,5.011802622547906,"(4.807, 9.624]",,data,0.00036501679077237555,-3.43768715753786
2054,1,3.6109179126442243,"(3.316, 4.145]",,data,7.30033581544751e-05,-4.136657161873879
2055,2,3.005633587202081,"(0.692, 3.316]",,data,0.0001460067163089502,-3.8356271662098975
2056,12,4.800292902841478,"(4.145, 4.807]",,data,0.0008760402978537013,-3.057475915826254
2057,1,5.2574953720277815,"(4.807, 9.624]",,data,7.30033581544751e-05,-4.136657161873879
2058,12,4.3355633238748155,"(4.145, 4.807]",,data,0.0008760402978537013,-3.057475915826254
2059,10,3.8033595595772747,"(3.316, 4.145]",,data,0.0007300335815447511,-3.1366571618738788
2060,3,2.968436220396429,"(0.692, 3.316]",,data,0.0002190100744634253,-3.6595359071542166
2061,4,2.736382372428961,"(0.692, 3.316]",,data,0.0002920134326179004,-3.5345971705459167
2062,2,3.8130413790361906,"(3.316, 4.145]",,data,0.0001460067163089502,-3.8356271662098975
2063,10,5.555045494369797,"(4.807, 9.624]",,data,0.0007300335815447511,-3.1366571618738788
2064,34,4.519855784404405,"(4.145, 4.807]",,data,0.0024821141772521536,-2.605178244831624
2065,10,5.78363984699082,"(4.807, 9.624]",,data,0.0007300335815447511,-3.1366571618738788
2066,99,4.603912943627057,"(4.145, 4.807]",,data,0.007227332457293035,-2.141021967276329
2067,78,5.022046568765049,"(4.807, 9.624]",,data,0.0056942619360490585,-2.2445625591833984
2068,3,4.059866775066353,"(3.316, 4.145]",,data,0.0002190100744634253,-3.6595359071542166
2069,6,3.814701309129974,"(3.316, 4.145]",,data,0.0004380201489268506,-3.3585059114902354
2070,43,4.472218568131579,"(4.145, 4.807]",,data,0.0031391444006424294,-2.5031887062942926
2071,79,4.34361111867146,"(4.145, 4.807]",,data,0.005767265294203534,-2.2390300705834374
2072,65,3.991404865236778,"(3.316, 4.145]",,data,0.004745218280040882,-2.3237438052310235
2073,28,4.489869743606703,"(4.145, 4.807]",,data,0.002044094028325303,-2.68949913053166
2074,35,4.409308855520576,"(4.145, 4.807]",,data,0.0025551175354066287,-2.592589117523603
2075,21,4.431180861721351,"(4.145, 4.807]",,data,0.0015330705212439773,-2.8144378671399597
2076,38,4.430223612207294,"(4.145, 4.807]",,data,0.002774127609870054,-2.5568735652570687
2077,2,3.9454783580694595,"(3.316, 4.145]",,data,0.0001460067163089502,-3.8356271662098975
2078,17,3.6902931680833237,"(3.316, 4.145]",,data,0.0012410570886260768,-2.906208240495605
2079,6,3.358712047843771,"(3.316, 4.145]",,data,0.0004380201489268506,-3.3585059114902354
2080,21,4.215885737327795,"(4.145, 4.807]",,data,0.0015330705212439773,-2.8144378671399597
2081,20,3.9818875799751874,"(3.316, 4.145]",,data,0.0014600671630895022,-2.8356271662098975
2082,5,3.6544146146452006,"(3.316, 4.145]",,data,0.00036501679077237555,-3.43768715753786
2083,18,3.830996080719371,"(3.316, 4.145]",,data,0.001314060446780552,-2.8813846567705728
2084,1,0.6931471805599453,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2085,20,4.295159338981603,"(4.145, 4.807]",,data,0.0014600671630895022,-2.8356271662098975
2086,16,4.506266851319306,"(4.145, 4.807]",,data,0.0011680537304716017,-2.932537179217954
2087,29,4.883408900462674,"(4.807, 9.624]",,data,0.002117097386479778,-2.6742591639749227
2088,33,5.324447768618985,"(4.807, 9.624]",,data,0.0024091108190976785,-2.6181432219959913
2089,12,4.7705704748718,"(4.145, 4.807]",,data,0.0008760402978537013,-3.057475915826254
2090,35,5.130734355064737,"(4.807, 9.624]",,data,0.0025551175354066287,-2.592589117523603
2091,112,4.494929457018211,"(4.145, 4.807]",,data,0.008176376113301211,-2.0874391392036973
2092,1,4.04305126783455,"(3.316, 4.145]",,data,7.30033581544751e-05,-4.136657161873879
2093,1,1.0986122886681098,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2094,7,3.6414051234266167,"(3.316, 4.145]",,data,0.0005110235070813257,-3.291559121859622
2095,35,4.490436773885702,"(4.145, 4.807]",,data,0.0025551175354066287,-2.592589117523603
2096,6,4.117642848849958,"(3.316, 4.145]",,data,0.0004380201489268506,-3.3585059114902354
2097,4,4.1483556465588505,"(4.145, 4.807]",,data,0.0002920134326179004,-3.5345971705459167
2098,5,2.8701142647686626,"(0.692, 3.316]",,data,0.00036501679077237555,-3.43768715753786
2099,26,4.945617807802639,"(4.807, 9.624]",,data,0.0018980873120163528,-2.721683813903061
2100,11,5.435191330674544,"(4.807, 9.624]",,data,0.0008030369396992261,-3.095264476715654
2101,21,3.9502578568274425,"(3.316, 4.145]",,data,0.0015330705212439773,-2.8144378671399597
2102,1,5.2574953720277815,"(4.807, 9.624]",,data,7.30033581544751e-05,-4.136657161873879
2103,1,0.6931471805599453,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2104,42,4.736477268607454,"(4.145, 4.807]",,data,0.0030661410424879547,-2.5134078714759784
2105,2,4.192173639041404,"(4.145, 4.807]",,data,0.0001460067163089502,-3.8356271662098975
2106,2,1.7631802623080808,"(0.692, 3.316]",,data,0.0001460067163089502,-3.8356271662098975
2107,17,4.52522730410967,"(4.145, 4.807]",,data,0.0012410570886260768,-2.906208240495605
2108,4,4.393387584052713,"(4.145, 4.807]",,data,0.0002920134326179004,-3.5345971705459167
2109,1,2.5649493574615367,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2110,1,2.6390573296152584,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2111,1,6.489204931325317,"(4.807, 9.624]",,data,7.30033581544751e-05,-4.136657161873879
2112,1,6.7464121285733745,"(4.807, 9.624]",,data,7.30033581544751e-05,-4.136657161873879
2113,31,4.57536759499463,"(4.145, 4.807]",,data,0.002263104102788728,-2.645295468039606
2114,1,1.6094379124341003,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2115,7,3.867274194561535,"(3.316, 4.145]",,data,0.0005110235070813257,-3.291559121859622
2116,6,4.743377583433603,"(4.145, 4.807]",,data,0.0004380201489268506,-3.3585059114902354
2117,2,5.149451162395396,"(4.807, 9.624]",,data,0.0001460067163089502,-3.8356271662098975
2118,4,3.904537654572135,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2119,5,4.708110954178197,"(4.145, 4.807]",,data,0.00036501679077237555,-3.43768715753786
2120,17,3.4997443568549405,"(3.316, 4.145]",,data,0.0012410570886260768,-2.906208240495605
2121,9,3.7507303117268527,"(3.316, 4.145]",,data,0.000657030223390276,-3.182414652434554
2122,6,3.494804027995493,"(3.316, 4.145]",,data,0.0004380201489268506,-3.3585059114902354
2123,22,4.0466154063734265,"(3.316, 4.145]",,data,0.0016060738793984522,-2.7942344810516726
2124,5,3.178670163655427,"(0.692, 3.316]",,data,0.00036501679077237555,-3.43768715753786
2125,4,3.699391639553456,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2126,3,3.3079594140612874,"(0.692, 3.316]",,data,0.0002190100744634253,-3.6595359071542166
2127,16,4.832657023500938,"(4.807, 9.624]",,data,0.0011680537304716017,-2.932537179217954
2128,20,4.213070946942379,"(4.145, 4.807]",,data,0.0014600671630895022,-2.8356271662098975
2129,4,4.51581798269937,"(4.145, 4.807]",,data,0.0002920134326179004,-3.5345971705459167
2130,23,2.6649743382177595,"(0.692, 3.316]",,data,0.0016790772375529274,-2.774929325856286
2131,20,4.460051850226874,"(4.145, 4.807]",,data,0.0014600671630895022,-2.8356271662098975
2132,15,3.511565936838657,"(3.316, 4.145]",,data,0.0010950503723171265,-2.960565902818198
2133,66,4.635589647525251,"(4.145, 4.807]",,data,0.004818221638195357,-2.31711322633201
2134,63,4.693329515531185,"(4.145, 4.807]",,data,0.0045992115637319315,-2.337316612420297
2135,11,4.699559506003625,"(4.145, 4.807]",,data,0.0008030369396992261,-3.095264476715654
2136,4,4.067528285717876,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2137,2,3.860230847299861,"(3.316, 4.145]",,data,0.0001460067163089502,-3.8356271662098975
2138,7,4.3620210170767075,"(4.145, 4.807]",,data,0.0005110235070813257,-3.291559121859622
2139,10,4.4060450673444675,"(4.145, 4.807]",,data,0.0007300335815447511,-3.1366571618738788
2140,40,4.077684539310285,"(3.316, 4.145]",,data,0.0029201343261790044,-2.5345971705459167
2141,2,3.721539187174258,"(3.316, 4.145]",,data,0.0001460067163089502,-3.8356271662098975
2142,14,3.7451658948976,"(3.316, 4.145]",,data,0.0010220470141626514,-2.990529126195641
2143,8,4.700340490592733,"(4.145, 4.807]",,data,0.0005840268652358008,-3.2335671748819355
2144,30,4.73367978996953,"(4.145, 4.807]",,data,0.002190100744634253,-2.6595359071542166
2145,7,3.876913651940164,"(3.316, 4.145]",,data,0.0005110235070813257,-3.291559121859622
2146,6,3.406412064733418,"(3.316, 4.145]",,data,0.0004380201489268506,-3.3585059114902354
2147,3,2.2972086323507512,"(0.692, 3.316]",,data,0.0002190100744634253,-3.6595359071542166
2148,5,3.337090202197584,"(3.316, 4.145]",,data,0.00036501679077237555,-3.43768715753786
2149,51,5.392398120654413,"(4.807, 9.624]",,data,0.0037231712658782304,-2.4290869857759425
2150,10,3.6913656304810294,"(3.316, 4.145]",,data,0.0007300335815447511,-3.1366571618738788
2151,1,3.1354942159291497,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2152,9,3.8616295306118187,"(3.316, 4.145]",,data,0.000657030223390276,-3.182414652434554
2153,143,4.905115532726359,"(4.807, 9.624]",,data,0.01043948021608994,-1.9813211244088171
2154,5,4.177911113605465,"(4.145, 4.807]",,data,0.00036501679077237555,-3.43768715753786
2155,1,3.4011973816621555,"(3.316, 4.145]",,data,7.30033581544751e-05,-4.136657161873879
2156,12,4.009285169379803,"(3.316, 4.145]",,data,0.0008760402978537013,-3.057475915826254
2157,2,3.332204510175204,"(3.316, 4.145]",,data,0.0001460067163089502,-3.8356271662098975
2158,4,3.88937704777565,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2159,7,3.8004082569747064,"(3.316, 4.145]",,data,0.0005110235070813257,-3.291559121859622
2160,2,4.7853343172064084,"(4.145, 4.807]",,data,0.0001460067163089502,-3.8356271662098975
2161,2,2.6287476860138907,"(0.692, 3.316]",,data,0.0001460067163089502,-3.8356271662098975
2162,15,4.5470795565434505,"(4.145, 4.807]",,data,0.0010950503723171265,-2.960565902818198
2163,25,4.814422230794788,"(4.807, 9.624]",,data,0.0018250839538618776,-2.7387171532018413
2164,8,4.218292435619676,"(4.145, 4.807]",,data,0.0005840268652358008,-3.2335671748819355
2165,13,4.2138014652771165,"(4.145, 4.807]",,data,0.0009490436560081764,-3.0227138095670423
2166,14,4.820351479994927,"(4.807, 9.624]",,data,0.0010220470141626514,-2.990529126195641
2167,2,2.758726448232354,"(0.692, 3.316]",,data,0.0001460067163089502,-3.8356271662098975
2168,1,6.418364935936212,"(4.807, 9.624]",,data,7.30033581544751e-05,-4.136657161873879
2169,15,4.786489031518025,"(4.145, 4.807]",,data,0.0010950503723171265,-2.960565902818198
2170,29,4.5220549794131895,"(4.145, 4.807]",,data,0.002117097386479778,-2.6742591639749227
2171,15,4.110040699551609,"(3.316, 4.145]",,data,0.0010950503723171265,-2.960565902818198
2172,10,4.7285926047672335,"(4.145, 4.807]",,data,0.0007300335815447511,-3.1366571618738788
2173,13,4.1995041669024,"(4.145, 4.807]",,data,0.0009490436560081764,-3.0227138095670423
2174,4,3.5538802038473687,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2175,1,6.284134161070802,"(4.807, 9.624]",,data,7.30033581544751e-05,-4.136657161873879
2176,5,4.837399574869655,"(4.807, 9.624]",,data,0.00036501679077237555,-3.43768715753786
2177,8,2.5285883982055366,"(0.692, 3.316]",,data,0.0005840268652358008,-3.2335671748819355
2178,1,1.791759469228055,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2179,7,4.963982310410896,"(4.807, 9.624]",,data,0.0005110235070813257,-3.291559121859622
2180,10,3.3588924603386863,"(3.316, 4.145]",,data,0.0007300335815447511,-3.1366571618738788
2181,18,4.730398724446553,"(4.145, 4.807]",,data,0.001314060446780552,-2.8813846567705728
2182,76,4.232318518423512,"(4.145, 4.807]",,data,0.005548255219740108,-2.2558435695930874
2183,4,4.066206315662267,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2184,1,6.398594934535208,"(4.807, 9.624]",,data,7.30033581544751e-05,-4.136657161873879
2185,8,4.009973779737944,"(3.316, 4.145]",,data,0.0005840268652358008,-3.2335671748819355
2186,9,3.039126385374295,"(0.692, 3.316]",,data,0.000657030223390276,-3.182414652434554
2187,48,4.12039876277473,"(3.316, 4.145]",,data,0.003504161191414805,-2.4554159244982916
2188,8,3.3462837689560736,"(3.316, 4.145]",,data,0.0005840268652358008,-3.2335671748819355
2189,4,3.7607789264191793,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2190,9,4.256242933871238,"(4.145, 4.807]",,data,0.000657030223390276,-3.182414652434554
2191,9,4.537616877779614,"(4.145, 4.807]",,data,0.000657030223390276,-3.182414652434554
2192,8,3.9003392428467816,"(3.316, 4.145]",,data,0.0005840268652358008,-3.2335671748819355
2193,19,4.360119917011652,"(4.145, 4.807]",,data,0.001387063804935027,-2.85790356092105
2194,1,4.127134385045092,"(3.316, 4.145]",,data,7.30033581544751e-05,-4.136657161873879
2195,2,4.30223559976165,"(4.145, 4.807]",,data,0.0001460067163089502,-3.8356271662098975
2196,3,4.800137689228844,"(4.145, 4.807]",,data,0.0002190100744634253,-3.6595359071542166
2197,1,2.833213344056216,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2198,2,3.571018287353401,"(3.316, 4.145]",,data,0.0001460067163089502,-3.8356271662098975
2199,58,4.777368193134124,"(4.145, 4.807]",,data,0.004234194772959556,-2.3732291683109414
2200,30,4.7651633229826675,"(4.145, 4.807]",,data,0.002190100744634253,-2.6595359071542166
2201,10,4.144473734989431,"(3.316, 4.145]",,data,0.0007300335815447511,-3.1366571618738788
2202,5,4.653888343913609,"(4.145, 4.807]",,data,0.00036501679077237555,-3.43768715753786
2203,38,4.620442175709237,"(4.145, 4.807]",,data,0.002774127609870054,-2.5568735652570687
2204,1,1.0986122886681098,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2205,1,3.6888794541139363,"(3.316, 4.145]",,data,7.30033581544751e-05,-4.136657161873879
2206,1,4.02535169073515,"(3.316, 4.145]",,data,7.30033581544751e-05,-4.136657161873879
2207,54,4.75514539059317,"(4.145, 4.807]",,data,0.003942181340341655,-2.4042634020509106
2208,26,4.8936032359760695,"(4.807, 9.624]",,data,0.0018980873120163528,-2.721683813903061
2209,6,4.200530050615908,"(4.145, 4.807]",,data,0.0004380201489268506,-3.3585059114902354
2210,14,4.863542626377063,"(4.807, 9.624]",,data,0.0010220470141626514,-2.990529126195641
2211,22,4.127053276773119,"(3.316, 4.145]",,data,0.0016060738793984522,-2.7942344810516726
2212,37,4.4906473022369795,"(4.145, 4.807]",,data,0.002701124251715579,-2.568455437806884
2213,53,4.915477310486266,"(4.807, 9.624]",,data,0.0038691779821871807,-2.41238129227309
2214,1,2.9444389791664403,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2215,18,4.493400419482765,"(4.145, 4.807]",,data,0.001314060446780552,-2.8813846567705728
2216,33,4.808714466290237,"(4.807, 9.624]",,data,0.0024091108190976785,-2.6181432219959913
2217,13,5.145802176400981,"(4.807, 9.624]",,data,0.0009490436560081764,-3.0227138095670423
2218,1,4.5217885770490405,"(4.145, 4.807]",,data,7.30033581544751e-05,-4.136657161873879
2219,8,4.56100740163238,"(4.145, 4.807]",,data,0.0005840268652358008,-3.2335671748819355
2220,31,4.474136831837422,"(4.145, 4.807]",,data,0.002263104102788728,-2.645295468039606
2221,1,2.1972245773362196,"(0.692, 3.316]",,data,7.30033581544751e-05,-4.136657161873879
2222,27,4.732834421542439,"(4.145, 4.807]",,data,0.0019710906701708277,-2.7052933977148914
2223,10,4.593012912163336,"(4.145, 4.807]",,data,0.0007300335815447511,-3.1366571618738788
2224,20,3.6559254080223473,"(3.316, 4.145]",,data,0.0014600671630895022,-2.8356271662098975
2225,3,3.893732935346042,"(3.316, 4.145]",,data,0.0002190100744634253,-3.6595359071542166
2226,5,5.104225274454349,"(4.807, 9.624]",,data,0.00036501679077237555,-3.43768715753786
2227,46,4.466497280775236,"(4.145, 4.807]",,data,0.0033581544751058547,-2.473899330192305
2228,7,4.376759730326379,"(4.145, 4.807]",,data,0.0005110235070813257,-3.291559121859622
2229,2,2.9634630129852053,"(0.692, 3.316]",,data,0.0001460067163089502,-3.8356271662098975
2230,14,4.38543651385848,"(4.145, 4.807]",,data,0.0010220470141626514,-2.990529126195641
2231,4,3.1023268309760836,"(0.692, 3.316]",,data,0.0002920134326179004,-3.5345971705459167
2232,2,3.590415599522278,"(3.316, 4.145]",,data,0.0001460067163089502,-3.8356271662098975
2233,5,3.620807160197957,"(3.316, 4.145]",,data,0.00036501679077237555,-3.43768715753786
2234,24,5.079929362732914,"(4.807, 9.624]",,data,0.0017520805957074025,-2.756445920162273
2235,19,5.229698001415478,"(4.807, 9.624]",,data,0.001387063804935027,-2.85790356092105
2236,77,5.058162468448608,"(4.807, 9.624]",,data,0.005621258577894583,-2.250166436701397
2237,5,3.964071432913103,"(3.316, 4.145]",,data,0.00036501679077237555,-3.43768715753786
2238,25,3.2477938350576845,"(0.692, 3.316]",,data,0.0018250839538618776,-2.7387171532018413
2239,2,5.64385237893041,"(4.807, 9.624]",,data,0.0001460067163089502,-3.8356271662098975
2240,34,3.7306767112904438,"(3.316, 4.145]",,data,0.0024821141772521536,-2.605178244831624
2241,14,3.9002837080968744,"(3.316, 4.145]",,data,0.0010220470141626514,-2.990529126195641
2242,20,5.189408201569926,"(4.807, 9.624]",,data,0.0014600671630895022,-2.8356271662098975
2243,3,4.432931987173408,"(4.145, 4.807]",,data,0.0002190100744634253,-3.6595359071542166
2244,13,3.539100475931076,"(3.316, 4.145]",,data,0.0009490436560081764,-3.0227138095670423
2245,3,3.0503383019637895,"(0.692, 3.316]",,data,0.0002190100744634253,-3.6595359071542166
2246,29,4.02432101438076,"(3.316, 4.145]",,data,0.002117097386479778,-2.6742591639749227
2247,13,3.021630386982221,"(0.692, 3.316]",,data,0.0009490436560081764,-3.0227138095670423
2248,6,3.3807162519349947,"(3.316, 4.145]",,data,0.0004380201489268506,-3.3585059114902354
2249,6,3.4423058092029115,"(3.316, 4.145]",,data,0.0004380201489268506,-3.3585059114902354
2250,8,3.5227715936699298,"(3.316, 4.145]",,data,0.0005840268652358008,-3.2335671748819355
2251,2,2.452637389219215,"(0.692, 3.316]",,data,0.0001460067163089502,-3.8356271662098975
2252,91,4.58889014082147,"(4.145, 4.807]",,data,0.006643305592057234,-2.1776157695527854
2253,9,5.1261625555902715,"(4.807, 9.624]",,data,0.000657030223390276,-3.182414652434554
2254,23,4.411539858828447,"(4.145, 4.807]",,data,0.0016790772375529274,-2.774929325856286
2255,166,4.655362898277574,"(4.145, 4.807]",,data,0.012118557453642868,-1.9165490738338238
2256,2,4.593023839703569,"(4.145, 4.807]",,data,0.0001460067163089502,-3.8356271662098975
2257,33,5.007333373251413,"(4.807, 9.624]",,data,0.0024091108190976785,-2.6181432219959913
2258,3,3.9242879040376377,"(3.316, 4.145]",,data,0.0002190100744634253,-3.6595359071542166
2259,2,4.8178040536902635,"(4.807, 9.624]",,data,0.0001460067163089502,-3.8356271662098975
2260,179,4.59806828791846,"(4.145, 4.807]",,data,0.013067601109651043,-1.8838041308939857
2261,6,4.311832399974658,"(4.145, 4.807]",,data,0.0004380201489268506,-3.3585059114902354
2262,17,4.057643906286294,"(3.316, 4.145]",,data,0.0012410570886260768,-2.906208240495605
2263,7,3.326310433697365,"(3.316, 4.145]",,data,0.0005110235070813257,-3.291559121859622
2264,43,3.119275234636254,"(0.692, 3.316]",,data,0.0031391444006424294,-2.5031887062942926
2265,3,4.911665393578317,"(4.807, 9.624]",,data,0.0002190100744634253,-3.6595359071542166
2266,16,4.33608021997209,"(4.145, 4.807]",,data,0.0011680537304716017,-2.932537179217954
2267,11,5.164486030319094,"(4.807, 9.624]",,data,0.0008030369396992261,-3.095264476715654
2268,6,4.7490453045080825,"(4.145, 4.807]",,data,0.0004380201489268506,-3.3585059114902354
2269,23,4.849611903323725,"(4.807, 9.624]",,data,0.0016790772375529274,-2.774929325856286
2270,22,5.203974814809247,"(4.807, 9.624]",,data,0.0016060738793984522,-2.7942344810516726
2271,1,5.043425116919247,"(4.807, 9.624]",,data,7.30033581544751e-05,-4.136657161873879
2272,16,4.645708346207318,"(4.145, 4.807]",,data,0.0011680537304716017,-2.932537179217954
2273,15,4.644835590637592,"(4.145, 4.807]",,data,0.0010950503723171265,-2.960565902818198
2274,55,5.073542147966772,"(4.807, 9.624]",,data,0.0040151846984961305,-2.396294472379635
2275,50,5.162125028185385,"(4.807, 9.624]",,data,0.0036501679077237553,-2.43768715753786
2276,1,3.6109179126442243,"(3.316, 4.145]",,data,7.30033581544751e-05,-4.136657161873879
2277,4,3.8078603470531176,"(3.316, 4.145]",,data,0.0002920134326179004,-3.5345971705459167
2278,3,3.534867634248417,"(3.316, 4.145]",,data,0.0002190100744634253,-3.6595359071542166
2279,2,3.1549591391132585,"(0.692, 3.316]",,data,0.0001460067163089502,-3.8356271662098975
