inner_id,num_rating,avg_rating,gender,beta,access_type,access
3435,204,3.799019607843137,M,,data,5.5045871559633035
3436,50,4.5,F,,data,1.3491635186184565
3437,80,3.55,F,,data,2.1586616297895307
3438,89,4.101123595505618,M,,data,2.4015110631408527
3439,27,4.2592592592592595,M,,data,0.7285483000539665
3440,320,2.90625,F,,data,8.634646519158123
3441,186,3.435483870967742,M,,data,5.0188882892606586
3442,25,3.92,F,,data,0.6745817593092283
3443,110,3.1,M,,data,2.9681597409606044
3444,144,3.8819444444444446,F,,data,3.8855909336211547
3445,36,4.472222222222222,M,,data,0.9713977334052887
3446,85,3.8588235294117648,M,,data,2.293577981651376
3447,26,3.6153846153846154,F,,data,0.7015650296815974
3448,64,4.171875,M,,data,1.7269293038316245
3449,189,3.6031746031746033,M,,data,5.099838100377766
3450,62,3.870967741935484,F,,data,1.6729627630868862
3451,85,4.458823529411765,M,,data,2.293577981651376
3452,299,3.37123745819398,M,,data,8.06799784133837
3453,362,3.5027624309392267,M,,data,9.767943874797625
3454,23,4.043478260869565,F,,data,0.62061521856449
3455,55,4.418181818181818,M,,data,1.4840798704803022
3456,160,3.51875,M,,data,4.317323259579061
3457,164,4.0,M,,data,4.425256341068538
3458,29,3.793103448275862,M,,data,0.7825148407987047
3459,84,4.214285714285714,M,,data,2.2665947112790072
3460,37,4.702702702702703,M,,data,0.9983810037776578
3461,559,3.295169946332737,F,,data,15.083648138154343
3462,37,3.891891891891892,M,,data,0.9983810037776578
3463,371,3.6172506738544477,F,,data,10.010793308148948
3464,59,3.8135593220338984,M,,data,1.5920129519697785
3465,37,4.162162162162162,M,,data,0.9983810037776578
3466,59,4.084745762711864,M,,data,1.5920129519697785
3467,66,4.015151515151516,M,,data,1.7808958445763627
3468,459,3.8845315904139435,M,,data,12.385321100917432
3469,84,3.6785714285714284,M,,data,2.2665947112790072
3470,824,3.1650485436893203,M,,data,22.234214786832162
3471,50,4.04,M,,data,1.3491635186184565
3472,159,3.993710691823899,F,,data,4.290339989206691
3473,200,4.435,M,,data,5.396654074473826
3474,622,3.017684887459807,M,,data,16.7835941716136
3475,705,2.622695035460993,M,,data,19.02320561252024
3476,138,3.9565217391304346,F,,data,3.7236913113869403
3477,74,3.3783783783783785,M,,data,1.9967620075553156
3478,90,3.588888888888889,M,,data,2.4284943335132216
3479,47,3.7872340425531914,M,,data,1.268213707501349
3480,140,3.9785714285714286,M,,data,3.7776578521316786
3481,71,3.8028169014084505,M,,data,1.9158121964382084
3482,661,3.809379727685325,F,,data,17.835941716135995
3483,206,2.970873786407767,M,,data,5.5585536967080404
3484,48,4.25,M,,data,1.2951969778737182
3485,97,4.082474226804123,F,,data,2.617377226119806
3486,318,3.5283018867924527,M,,data,8.580679978413382
3487,21,2.8095238095238093,M,,data,0.5666486778197518
3488,105,2.876190476190476,M,,data,2.8332433890987585
3489,244,3.889344262295082,M,,data,6.583917970858068
3490,727,3.8170563961485557,M,,data,19.61683756071236
3491,63,3.9206349206349205,M,,data,1.6999460334592553
3492,163,3.576687116564417,M,,data,4.398273070696169
3493,35,3.5714285714285716,M,,data,0.9444144630329196
3494,21,3.2857142857142856,M,,data,0.5666486778197518
3495,25,3.76,M,,data,0.6745817593092283
3496,92,4.184782608695652,F,,data,2.48246087425796
3497,117,3.7606837606837606,M,,data,3.1570426335671886
3498,437,3.4897025171624714,M,,data,11.79168915272531
3499,62,3.7419354838709675,M,,data,1.6729627630868862
3500,197,4.208121827411167,F,,data,5.315704263356719
3501,33,4.393939393939394,F,,data,0.8904479222881814
3502,490,4.093877551020408,M,,data,13.221802482460873
3503,214,3.5233644859813085,M,,data,5.774419859686994
3504,100,3.62,F,,data,2.698327037236913
3505,68,4.294117647058823,M,,data,1.834862385321101
3506,923,3.2611050920910074,M,,data,24.905558553696707
3507,36,3.6944444444444446,M,,data,0.9713977334052887
3508,404,2.977722772277228,M,,data,10.90124123043713
3509,67,3.6865671641791047,F,,data,1.8078791149487319
3510,206,3.878640776699029,M,,data,5.5585536967080404
3511,409,3.584352078239609,M,,data,11.036157582298975
3512,311,3.4083601286173635,M,,data,8.3917970858068
3513,76,3.973684210526316,M,,data,2.0507285483000537
3514,100,3.86,M,,data,2.698327037236913
3515,157,3.305732484076433,M,,data,4.236373448461954
3516,122,3.8688524590163933,M,,data,3.291958985429034
3517,502,3.7908366533864544,F,,data,13.545601726929304
3518,666,3.045045045045045,F,,data,17.970858067997842
3519,289,3.709342560553633,M,,data,7.79816513761468
3520,387,3.7906976744186047,M,,data,10.442525634106854
3521,62,4.032258064516129,M,,data,1.6729627630868862
3522,39,3.8205128205128207,M,,data,1.0523475445223962
3523,153,3.5751633986928106,F,,data,4.128440366972478
3524,90,3.477777777777778,F,,data,2.4284943335132216
3525,962,2.8399168399168397,M,,data,25.9579060982191
3526,39,3.5641025641025643,M,,data,1.0523475445223962
3527,112,2.5714285714285716,M,,data,3.0221262817053427
3528,227,3.0352422907488985,F,,data,6.125202374527793
3529,20,3.75,M,,data,0.5396654074473827
3530,77,4.233766233766234,F,,data,2.077711818672423
3531,114,3.8596491228070176,F,,data,3.076092822450081
3532,92,3.5543478260869565,M,,data,2.48246087425796
3533,55,4.072727272727272,M,,data,1.4840798704803022
3534,29,3.9655172413793105,M,,data,0.7825148407987047
3535,165,3.7636363636363637,M,,data,4.452239611440906
3536,57,2.456140350877193,M,,data,1.5380464112250405
3537,163,3.773006134969325,M,,data,4.398273070696169
3538,1078,4.038033395176252,F,,data,29.087965461413923
3539,208,4.110576923076923,M,,data,5.612520237452779
3540,35,4.228571428571429,M,,data,0.9444144630329196
3541,22,3.1818181818181817,M,,data,0.5936319481921208
3542,104,3.605769230769231,M,,data,2.8062601187263896
3543,29,4.344827586206897,F,,data,0.7825148407987047
3544,28,3.4285714285714284,M,,data,0.7555315704263357
3545,410,3.392682926829268,M,,data,11.063140852671344
3546,362,3.5359116022099446,M,,data,9.767943874797625
3547,26,2.5384615384615383,M,,data,0.7015650296815974
3548,37,3.945945945945946,F,,data,0.9983810037776578
3549,357,3.5126050420168067,M,,data,9.63302752293578
3550,87,3.9310344827586206,F,,data,2.3475445223961144
3551,20,3.2,F,,data,0.5396654074473827
3552,47,4.085106382978723,M,,data,1.268213707501349
3553,33,3.696969696969697,M,,data,0.8904479222881814
3554,129,3.108527131782946,M,,data,3.4808418780356174
3555,112,3.8660714285714284,M,,data,3.0221262817053427
3556,392,3.864795918367347,M,,data,10.577441985968699
3557,300,4.31,M,,data,8.094981111710739
3558,74,4.391891891891892,M,,data,1.9967620075553156
3559,137,4.45985401459854,F,,data,3.696708041014571
3560,259,3.976833976833977,M,,data,6.988667026443605
3561,683,3.38506588579795,F,,data,18.429573664328117
3562,211,3.843601895734597,M,,data,5.693470048569886
3563,152,3.25,M,,data,4.101457096600107
3564,140,3.1714285714285713,M,,data,3.7776578521316786
3565,31,3.838709677419355,M,,data,0.8364813815434431
3566,69,3.9565217391304346,M,,data,1.8618456556934702
3567,102,3.9411764705882355,M,,data,2.7522935779816518
3568,437,2.9016018306636155,F,,data,11.79168915272531
3569,22,3.1818181818181817,M,,data,0.5936319481921208
3570,104,3.3653846153846154,M,,data,2.8062601187263896
3571,111,4.2342342342342345,M,,data,2.9951430113329733
3572,36,3.361111111111111,M,,data,0.9713977334052887
3573,179,3.636871508379888,F,,data,4.830005396654075
3574,38,3.3157894736842106,M,,data,1.0253642741500268
3575,541,3.325323475046211,M,,data,14.597949271451698
3576,78,3.730769230769231,F,,data,2.1046950890447924
3577,271,3.3948339483394836,M,,data,7.312466270912034
3578,269,3.323420074349442,M,,data,7.258499730167296
3579,72,4.027777777777778,F,,data,1.9427954668105774
3580,34,3.235294117647059,M,,data,0.9174311926605505
3581,97,3.6288659793814433,F,,data,2.617377226119806
3582,30,4.2,F,,data,0.809498111171074
3583,67,3.08955223880597,M,,data,1.8078791149487319
3584,262,3.6946564885496183,M,,data,7.069616837560712
3585,163,3.361963190184049,M,,data,4.398273070696169
3586,43,4.348837209302325,M,,data,1.1602806260118728
3587,225,4.066666666666666,M,,data,6.071235833783054
3588,688,2.494186046511628,F,,data,18.564490016189964
3589,462,4.1645021645021645,F,,data,12.466270912034538
3590,202,3.712871287128713,M,,data,5.450620615218565
3591,357,4.361344537815126,F,,data,9.63302752293578
3592,64,3.390625,F,,data,1.7269293038316245
3593,157,3.445859872611465,M,,data,4.236373448461954
3594,31,4.0,M,,data,0.8364813815434431
3595,128,4.6875,F,,data,3.453858607663249
3596,76,3.973684210526316,M,,data,2.0507285483000537
3597,65,1.0153846153846153,M,,data,1.7539125742039936
3598,176,3.4545454545454546,M,,data,4.749055585536967
3599,371,3.725067385444744,M,,data,10.010793308148948
3600,158,4.1265822784810124,F,,data,4.263356718834323
3601,86,3.686046511627907,M,,data,2.3205612520237455
3602,328,2.8048780487804876,F,,data,8.850512682137076
3603,27,4.592592592592593,F,,data,0.7285483000539665
3604,115,3.9478260869565216,M,,data,3.1030760928224503
3605,35,4.114285714285714,F,,data,0.9444144630329196
3606,260,3.4423076923076925,M,,data,7.015650296815974
3607,102,3.7549019607843137,F,,data,2.7522935779816518
3608,145,3.1586206896551725,F,,data,3.912574203993524
3609,696,2.3333333333333335,M,,data,18.780356179168916
3610,205,4.029268292682927,M,,data,5.531570426335672
3611,215,3.6651162790697676,M,,data,5.801403130059364
3612,70,3.857142857142857,M,,data,1.8888289260658393
3613,157,3.2802547770700636,M,,data,4.236373448461954
3614,174,3.425287356321839,M,,data,4.695089044792229
3615,21,3.857142857142857,M,,data,0.5666486778197518
3616,47,3.617021276595745,M,,data,1.268213707501349
3617,1344,3.0081845238095237,M,,data,36.265515380464116
3618,101,3.6831683168316833,M,,data,2.7253103076092824
3619,431,2.9582366589327145,M,,data,11.629789530491095
3620,379,3.113456464379947,M,,data,10.2266594711279
3621,159,3.89937106918239,M,,data,4.290339989206691
3622,22,3.6818181818181817,M,,data,0.5936319481921208
3623,354,3.9858757062146895,M,,data,9.552077711818672
3624,202,3.282178217821782,M,,data,5.450620615218565
3625,855,3.598830409356725,M,,data,23.07069616837561
3626,36,3.638888888888889,F,,data,0.9713977334052887
3627,31,3.5161290322580645,M,,data,0.8364813815434431
3628,62,4.161290322580645,F,,data,1.6729627630868862
3629,181,3.298342541436464,M,,data,4.883971937398813
3630,40,3.875,M,,data,1.0793308148947653
3631,29,3.3793103448275863,M,,data,0.7825148407987047
3632,20,4.0,M,,data,0.5396654074473827
3633,23,3.0869565217391304,M,,data,0.62061521856449
3634,163,4.208588957055214,M,,data,4.398273070696169
3635,23,3.6956521739130435,M,,data,0.62061521856449
3636,66,2.984848484848485,M,,data,1.7808958445763627
3637,125,3.456,M,,data,3.3729087965461417
3638,86,2.988372093023256,M,,data,2.3205612520237455
3639,73,3.9452054794520546,M,,data,1.9697787371829465
3640,485,3.6371134020618556,M,,data,13.08688613059903
3641,21,2.5714285714285716,F,,data,0.5666486778197518
3642,220,3.4909090909090907,M,,data,5.936319481921209
3643,41,4.024390243902439,F,,data,1.1063140852671345
3644,69,3.8550724637681157,M,,data,1.8618456556934702
3645,93,4.139784946236559,M,,data,2.5094441446303293
3646,33,3.787878787878788,M,,data,0.8904479222881814
3647,627,3.017543859649123,M,,data,16.918510523475444
3648,51,4.254901960784314,F,,data,1.3761467889908259
3649,785,3.5605095541401273,M,,data,21.181867242309767
3650,251,3.952191235059761,M,,data,6.772800863464652
3651,289,3.4290657439446366,M,,data,7.79816513761468
3652,111,4.207207207207207,M,,data,2.9951430113329733
3653,282,3.3085106382978724,M,,data,7.609282245008095
3654,32,3.78125,F,,data,0.8634646519158122
3655,79,3.0126582278481013,F,,data,2.1316783594171613
3656,38,4.157894736842105,M,,data,1.0253642741500268
3657,266,3.981203007518797,F,,data,7.177549919050189
3658,96,4.21875,M,,data,2.5903939557474365
3659,58,3.7413793103448274,M,,data,1.5650296815974094
3660,125,3.92,M,,data,3.3729087965461417
3661,88,3.034090909090909,M,,data,2.3745277927684834
3662,91,3.4505494505494507,F,,data,2.455477603885591
3663,134,3.029850746268657,F,,data,3.6157582298974638
3664,216,3.8564814814814814,M,,data,5.828386400431732
3665,42,4.142857142857143,M,,data,1.1332973556395036
3666,55,3.9272727272727272,F,,data,1.4840798704803022
3667,38,3.973684210526316,F,,data,1.0253642741500268
3668,436,3.194954128440367,M,,data,11.76470588235294
3669,68,3.573529411764706,M,,data,1.834862385321101
3670,104,4.201923076923077,M,,data,2.8062601187263896
3671,203,3.3201970443349755,M,,data,5.477603885590933
3672,212,3.8962264150943398,M,,data,5.720453318942256
3673,91,3.7472527472527473,M,,data,2.455477603885591
3674,849,3.487632508833922,M,,data,22.908796546141392
3675,101,3.633663366336634,F,,data,2.7253103076092824
3676,141,3.950354609929078,F,,data,3.8046411225040475
3677,139,3.2014388489208634,M,,data,3.7506745817593092
3678,384,3.5625,M,,data,10.361575822989746
3679,56,3.892857142857143,F,,data,1.5110631408526713
3680,668,3.874251497005988,M,,data,18.02482460874258
3681,91,4.461538461538462,F,,data,2.455477603885591
3682,589,3.095076400679117,M,,data,15.893146249325419
3683,139,4.280575539568345,M,,data,3.7506745817593092
3684,307,4.068403908794788,M,,data,8.283864004317323
3685,75,4.4,M,,data,2.0237452779276848
3686,191,3.0785340314136125,F,,data,5.153804641122504
3687,304,4.457236842105263,M,,data,8.202914193200215
3688,226,2.9557522123893807,M,,data,6.098219104155424
3689,401,2.9301745635910224,M,,data,10.820291419320021
3690,302,3.665562913907285,M,,data,8.148947652455478
3691,71,3.9859154929577465,M,,data,1.9158121964382084
3692,596,3.453020134228188,M,,data,16.082029141932004
3693,53,3.9622641509433962,M,,data,1.430113329735564
3694,302,3.9900662251655628,M,,data,8.148947652455478
3695,150,3.94,M,,data,4.0474905558553695
3696,136,4.029411764705882,M,,data,3.669724770642202
3697,115,3.0,M,,data,3.1030760928224503
3698,61,4.60655737704918,F,,data,1.645979492714517
3699,66,3.9696969696969697,M,,data,1.7808958445763627
3700,84,3.75,M,,data,2.2665947112790072
3701,47,3.7872340425531914,M,,data,1.268213707501349
3702,50,3.3,M,,data,1.3491635186184565
3703,219,4.442922374429224,F,,data,5.90933621154884
3704,792,3.7045454545454546,M,,data,21.370750134916353
3705,78,4.115384615384615,M,,data,2.1046950890447924
3706,51,3.823529411764706,F,,data,1.3761467889908259
3707,35,3.857142857142857,M,,data,0.9444144630329196
3708,331,3.2658610271903323,M,,data,8.931462493254184
3709,69,3.8260869565217392,M,,data,1.8618456556934702
3710,88,4.193181818181818,M,,data,2.3745277927684834
3711,140,3.5785714285714287,M,,data,3.7776578521316786
3712,408,3.7450980392156863,F,,data,11.009174311926607
3713,40,3.1,M,,data,1.0793308148947653
3714,316,3.7531645569620253,M,,data,8.526713437668645
3715,392,3.5714285714285716,M,,data,10.577441985968699
3716,299,3.769230769230769,M,,data,8.06799784133837
3717,269,3.6282527881040894,M,,data,7.258499730167296
3718,36,3.8055555555555554,M,,data,0.9713977334052887
3719,207,3.4589371980676327,M,,data,5.58553696708041
3720,129,3.705426356589147,M,,data,3.4808418780356174
3721,31,3.967741935483871,M,,data,0.8364813815434431
3722,39,4.256410256410256,M,,data,1.0523475445223962
3723,583,3.5283018867924527,M,,data,15.731246627091203
3724,26,3.6923076923076925,M,,data,0.7015650296815974
3725,340,3.4705882352941178,M,,data,9.174311926605505
3726,460,3.2282608695652173,M,,data,12.412304371289801
3727,64,3.875,M,,data,1.7269293038316245
3728,443,3.783295711060948,M,,data,11.953588774959526
3729,29,3.6206896551724137,M,,data,0.7825148407987047
3730,125,2.752,M,,data,3.3729087965461417
3731,208,3.3701923076923075,M,,data,5.612520237452779
3732,119,3.823529411764706,M,,data,3.211009174311927
3733,50,3.08,M,,data,1.3491635186184565
3734,301,3.6411960132890364,M,,data,8.121964382083108
3735,125,3.568,M,,data,3.3729087965461417
3736,150,3.9,M,,data,4.0474905558553695
3737,32,4.53125,M,,data,0.8634646519158122
3738,22,3.5454545454545454,M,,data,0.5936319481921208
3739,47,4.276595744680851,M,,data,1.268213707501349
3740,134,3.611940298507463,M,,data,3.6157582298974638
3741,125,3.712,M,,data,3.3729087965461417
3742,32,3.5625,F,,data,0.8634646519158122
3743,36,4.083333333333333,M,,data,0.9713977334052887
3744,202,3.297029702970297,F,,data,5.450620615218565
3745,348,3.793103448275862,M,,data,9.390178089584458
3746,64,4.03125,M,,data,1.7269293038316245
3747,32,3.71875,M,,data,0.8634646519158122
3748,118,3.6864406779661016,F,,data,3.184025903939557
3749,39,3.4358974358974357,F,,data,1.0523475445223962
3750,407,3.3931203931203933,F,,data,10.982191041554236
3751,185,3.372972972972973,F,,data,4.991905018888289
3752,49,3.7755102040816326,M,,data,1.3221802482460874
3753,304,3.6875,M,,data,8.202914193200215
3754,72,4.472222222222222,F,,data,1.9427954668105774
3755,414,3.8743961352657004,M,,data,11.17107393416082
3756,201,4.263681592039801,M,,data,5.423637344846195
3757,50,3.14,F,,data,1.3491635186184565
3758,103,4.009708737864078,M,,data,2.7792768483540202
3759,316,3.7753164556962027,M,,data,8.526713437668645
3760,171,4.187134502923977,M,,data,4.614139233675122
3761,413,2.542372881355932,M,,data,11.144090663788452
3762,140,3.8857142857142857,M,,data,3.7776578521316786
3763,27,3.925925925925926,M,,data,0.7285483000539665
3764,27,4.0,F,,data,0.7285483000539665
3765,124,3.0483870967741935,F,,data,3.3459255261737724
3766,41,3.1951219512195124,M,,data,1.1063140852671345
3767,710,3.359154929577465,M,,data,19.158121964382083
3768,410,4.290243902439024,M,,data,11.063140852671344
3769,266,4.003759398496241,F,,data,7.177549919050189
3770,469,2.6844349680170576,M,,data,12.655153804641122
3771,48,3.8541666666666665,M,,data,1.2951969778737182
3772,361,3.4265927977839334,M,,data,9.740960604425258
3773,56,4.0,M,,data,1.5110631408526713
3774,93,3.806451612903226,M,,data,2.5094441446303293
3775,42,3.9047619047619047,F,,data,1.1332973556395036
3776,116,3.6293103448275863,M,,data,3.130059363194819
3777,941,2.6886291179596173,M,,data,25.391257420399356
3778,56,3.625,F,,data,1.5110631408526713
3779,300,4.24,M,,data,8.094981111710739
3780,62,4.483870967741935,F,,data,1.6729627630868862
3781,65,4.061538461538461,F,,data,1.7539125742039936
3782,24,3.875,M,,data,0.6475984889368591
3783,41,3.7804878048780486,F,,data,1.1063140852671345
3784,35,3.2,F,,data,0.9444144630329196
3785,63,4.031746031746032,F,,data,1.6999460334592553
3786,20,4.05,F,,data,0.5396654074473827
3787,24,3.75,F,,data,0.6475984889368591
3788,151,4.231788079470198,F,,data,4.074473826227739
3789,125,4.264,F,,data,3.3729087965461417
3790,126,3.388888888888889,M,,data,3.3998920669185106
3791,821,3.5761266747868454,M,,data,22.153264975715057
3792,133,2.789473684210526,M,,data,3.5887749595250944
3793,44,3.0681818181818183,F,,data,1.1872638963842417
3794,29,4.137931034482759,F,,data,0.7825148407987047
3795,202,4.014851485148514,M,,data,5.450620615218565
3796,27,3.4814814814814814,M,,data,0.7285483000539665
3797,30,3.6333333333333333,M,,data,0.809498111171074
3798,128,3.9921875,M,,data,3.453858607663249
3799,71,3.492957746478873,M,,data,1.9158121964382084
3800,140,3.8142857142857145,M,,data,3.7776578521316786
3801,22,3.1818181818181817,M,,data,0.5936319481921208
3802,22,3.6363636363636362,F,,data,0.5936319481921208
3803,187,3.5614973262032086,M,,data,5.045871559633028
3804,37,3.7837837837837838,F,,data,0.9983810037776578
3805,167,2.9580838323353293,M,,data,4.506206152185645
3806,478,3.3410041841004183,F,,data,12.898003237992445
3807,1158,2.9844559585492227,M,,data,31.246627091203454
3808,47,4.404255319148936,M,,data,1.268213707501349
3809,67,4.402985074626866,M,,data,1.8078791149487319
3810,105,3.8,M,,data,2.8332433890987585
3811,114,3.526315789473684,M,,data,3.076092822450081
3812,67,4.447761194029851,M,,data,1.8078791149487319
3813,36,3.5,M,,data,0.9713977334052887
3814,120,4.333333333333333,M,,data,3.237992444684296
3815,318,3.9371069182389937,F,,data,8.580679978413382
3816,53,3.452830188679245,M,,data,1.430113329735564
3817,47,4.1063829787234045,M,,data,1.268213707501349
3818,118,4.0423728813559325,M,,data,3.184025903939557
3819,45,4.4222222222222225,M,,data,1.2142471667566108
3820,729,2.916323731138546,M,,data,19.670804101457094
3821,184,3.4239130434782608,M,,data,4.96492174851592
3822,633,3.9510268562401265,M,,data,17.08041014570966
3823,1018,3.004911591355599,M,,data,27.46896923907178
3824,491,2.9674134419551934,M,,data,13.248785752833243
3825,28,3.857142857142857,M,,data,0.7555315704263357
3826,186,3.747311827956989,M,,data,5.0188882892606586
3827,42,3.9285714285714284,M,,data,1.1332973556395036
3828,822,3.008515815085158,F,,data,22.180248246087427
3829,136,4.051470588235294,M,,data,3.669724770642202
3830,122,3.401639344262295,F,,data,3.291958985429034
3831,108,4.111111111111111,F,,data,2.914193200215866
3832,312,3.6698717948717947,M,,data,8.41878035617917
3833,562,4.254448398576512,M,,data,15.164597949271453
3834,91,4.472527472527473,M,,data,2.455477603885591
3835,510,3.388235294117647,F,,data,13.761467889908257
3836,196,3.770408163265306,M,,data,5.2887209929843495
3837,24,3.25,F,,data,0.6475984889368591
3838,88,3.340909090909091,M,,data,2.3745277927684834
3839,68,4.088235294117647,F,,data,1.834862385321101
3840,1216,3.3445723684210527,M,,data,32.81165677280086
3841,669,3.687593423019432,F,,data,18.051807879114946
3842,66,2.6666666666666665,F,,data,1.7808958445763627
3843,134,4.082089552238806,M,,data,3.6157582298974638
3844,74,4.121621621621622,M,,data,1.9967620075553156
3845,70,3.9571428571428573,M,,data,1.8888289260658393
3846,429,2.727272727272727,M,,data,11.575822989746356
3847,78,4.153846153846154,M,,data,2.1046950890447924
3848,67,3.1492537313432836,M,,data,1.8078791149487319
3849,384,3.8671875,M,,data,10.361575822989746
3850,86,3.116279069767442,M,,data,2.3205612520237455
3851,57,4.43859649122807,M,,data,1.5380464112250405
3852,314,4.248407643312102,M,,data,8.472746896923908
3853,82,4.048780487804878,M,,data,2.212628170534269
3854,101,3.712871287128713,M,,data,2.7253103076092824
3855,47,3.9361702127659575,F,,data,1.268213707501349
3856,54,3.925925925925926,M,,data,1.457096600107933
3857,162,4.277777777777778,F,,data,4.371289800323799
3858,309,3.414239482200647,M,,data,8.337830545062062
3859,171,3.6491228070175437,M,,data,4.614139233675122
3860,41,3.975609756097561,M,,data,1.1063140852671345
3861,33,3.878787878787879,M,,data,0.8904479222881814
3862,25,3.76,M,,data,0.6745817593092283
3863,202,4.51980198019802,M,,data,5.450620615218565
3864,57,2.8421052631578947,F,,data,1.5380464112250405
3865,85,3.635294117647059,M,,data,2.293577981651376
3866,42,4.0,M,,data,1.1332973556395036
3867,275,3.4363636363636365,M,,data,7.42039935240151
3868,50,2.96,M,,data,1.3491635186184565
3869,26,3.8461538461538463,M,,data,0.7015650296815974
3870,114,3.2982456140350878,M,,data,3.076092822450081
3871,48,4.479166666666667,M,,data,1.2951969778737182
3872,77,3.7012987012987013,F,,data,2.077711818672423
3873,115,3.9217391304347826,M,,data,3.1030760928224503
3874,39,3.717948717948718,M,,data,1.0523475445223962
3875,44,3.5681818181818183,M,,data,1.1872638963842417
3876,22,4.409090909090909,M,,data,0.5936319481921208
3877,484,3.950413223140496,M,,data,13.05990286022666
3878,46,3.3043478260869565,M,,data,1.24123043712898
3879,57,3.473684210526316,M,,data,1.5380464112250405
3880,81,3.5925925925925926,M,,data,2.1856449001618996
3881,203,3.7339901477832513,M,,data,5.477603885590933
3882,20,3.25,M,,data,0.5396654074473827
3883,651,2.7680491551459294,M,,data,17.566109012412305
3884,590,3.6932203389830507,M,,data,15.920129519697786
3885,91,3.67032967032967,M,,data,2.455477603885591
3886,319,3.3448275862068964,M,,data,8.607663248785753
3887,151,3.7086092715231787,M,,data,4.074473826227739
3888,133,4.293233082706767,M,,data,3.5887749595250944
3889,71,4.197183098591549,M,,data,1.9158121964382084
3890,100,4.16,F,,data,2.698327037236913
3891,477,3.3962264150943398,M,,data,12.871019967620075
3892,50,2.58,M,,data,1.3491635186184565
3893,159,3.761006289308176,M,,data,4.290339989206691
3894,71,3.295774647887324,F,,data,1.9158121964382084
3895,148,3.141891891891892,M,,data,3.9935240151106313
3896,21,4.095238095238095,M,,data,0.5666486778197518
3897,101,3.742574257425743,M,,data,2.7253103076092824
3898,52,3.576923076923077,M,,data,1.4031300593631948
3899,409,3.5941320293398533,F,,data,11.036157582298975
3900,75,3.546666666666667,M,,data,2.0237452779276848
3901,165,4.890909090909091,M,,data,4.452239611440906
3902,168,3.3333333333333335,M,,data,4.5331894225580145
3903,103,3.912621359223301,M,,data,2.7792768483540202
3904,81,3.9135802469135803,M,,data,2.1856449001618996
3905,64,3.65625,M,,data,1.7269293038316245
3906,52,3.576923076923077,F,,data,1.4031300593631948
3907,160,3.69375,M,,data,4.317323259579061
3908,78,3.41025641025641,M,,data,2.1046950890447924
3909,261,3.5900383141762453,M,,data,7.042633567188343
3910,25,3.64,M,,data,0.6745817593092283
3911,101,4.475247524752476,M,,data,2.7253103076092824
3912,167,3.658682634730539,M,,data,4.506206152185645
3913,113,3.6371681415929205,M,,data,3.049109552077712
3914,23,3.652173913043478,F,,data,0.62061521856449
3915,530,3.890566037735849,M,,data,14.301133297355639
3916,98,3.6530612244897958,F,,data,2.6443604964921748
3917,26,3.3076923076923075,M,,data,0.7015650296815974
3918,69,4.072463768115942,M,,data,1.8618456556934702
3919,60,4.133333333333334,M,,data,1.618996222342148
3920,72,3.9305555555555554,M,,data,1.9427954668105774
3921,178,2.7808988764044944,M,,data,4.803022126281705
3922,103,3.7766990291262137,M,,data,2.7792768483540202
3923,77,3.935064935064935,M,,data,2.077711818672423
3924,108,3.9722222222222223,M,,data,2.914193200215866
3925,65,3.9076923076923076,M,,data,1.7539125742039936
3926,156,3.9423076923076925,F,,data,4.209390178089585
3927,28,3.1785714285714284,M,,data,0.7555315704263357
3928,612,3.0277777777777777,M,,data,16.51376146788991
3929,194,4.262886597938144,M,,data,5.234754452239612
3930,233,3.5107296137339055,M,,data,6.287101996762008
3931,32,3.9375,M,,data,0.8634646519158122
3932,24,3.875,F,,data,0.6475984889368591
3933,703,2.607396870554765,M,,data,18.969239071775498
3934,168,3.4226190476190474,M,,data,4.5331894225580145
3935,34,4.352941176470588,F,,data,0.9174311926605505
3936,73,4.273972602739726,M,,data,1.9697787371829465
3937,94,4.170212765957447,M,,data,2.536427415002698
3938,24,3.7083333333333335,M,,data,0.6475984889368591
3939,492,3.680894308943089,M,,data,13.275769023205614
3940,50,3.02,M,,data,1.3491635186184565
3941,606,2.655115511551155,M,,data,16.351861845655694
3942,65,4.2153846153846155,F,,data,1.7539125742039936
3943,50,3.54,F,,data,1.3491635186184565
3944,531,3.4237288135593222,F,,data,14.328116567728008
3945,264,3.734848484848485,F,,data,7.123583378305451
3946,102,4.117647058823529,M,,data,2.7522935779816518
3947,102,3.372549019607843,F,,data,2.7522935779816518
3948,74,3.824324324324324,M,,data,1.9967620075553156
3949,70,3.2714285714285714,M,,data,1.8888289260658393
3950,196,3.5969387755102042,F,,data,5.2887209929843495
3951,58,3.896551724137931,F,,data,1.5650296815974094
3952,234,3.6153846153846154,M,,data,6.314085267134377
3953,43,3.441860465116279,M,,data,1.1602806260118728
3954,152,3.4407894736842106,M,,data,4.101457096600107
3955,33,3.909090909090909,M,,data,0.8904479222881814
3956,351,3.883190883190883,M,,data,9.471127900701564
3957,164,3.6402439024390243,M,,data,4.425256341068538
3958,25,2.64,F,,data,0.6745817593092283
3959,28,4.178571428571429,F,,data,0.7555315704263357
3960,230,3.4956521739130433,M,,data,6.206152185644901
3961,70,3.4714285714285715,F,,data,1.8888289260658393
3962,457,4.0262582056892775,M,,data,12.331354560172693
3963,64,3.875,M,,data,1.7269293038316245
