inner_id,num_rating,num_rating_q,avg_rating,avg_rating_q,beta,access_type,access
1429,116,"(96.0, 208.0]",4.163793103448276,"(4.0, 4.963]",,data,3.130059363194819
1430,21,"(19.999, 44.0]",3.380952380952381,"(1.014, 3.444]",,data,0.5666486778197518
1431,35,"(19.999, 44.0]",3.5428571428571427,"(3.444, 3.735]",,data,0.9444144630329196
1432,89,"(44.0, 96.0]",3.337078651685393,"(1.014, 3.444]",,data,2.4015110631408527
1433,279,"(208.0, 2314.0]",2.4050179211469533,"(1.014, 3.444]",,data,7.528332433890987
1434,35,"(19.999, 44.0]",3.4571428571428573,"(3.444, 3.735]",,data,0.9444144630329196
1435,66,"(44.0, 96.0]",3.9696969696969697,"(3.735, 4.0]",,data,1.7808958445763627
1436,155,"(96.0, 208.0]",4.541935483870968,"(4.0, 4.963]",,data,4.1824069077172155
1437,44,"(19.999, 44.0]",3.477272727272727,"(3.444, 3.735]",,data,1.1872638963842417
1438,30,"(19.999, 44.0]",3.9,"(3.735, 4.0]",,data,0.809498111171074
1439,136,"(96.0, 208.0]",3.3529411764705883,"(1.014, 3.444]",,data,3.669724770642202
1440,102,"(96.0, 208.0]",3.627450980392157,"(3.444, 3.735]",,data,2.7522935779816518
1441,160,"(96.0, 208.0]",3.3,"(1.014, 3.444]",,data,4.317323259579061
1442,40,"(19.999, 44.0]",4.25,"(4.0, 4.963]",,data,1.0793308148947653
1443,29,"(19.999, 44.0]",3.689655172413793,"(3.444, 3.735]",,data,0.7825148407987047
1444,31,"(19.999, 44.0]",2.903225806451613,"(1.014, 3.444]",,data,0.8364813815434431
1445,97,"(96.0, 208.0]",4.453608247422681,"(4.0, 4.963]",,data,2.617377226119806
1446,990,"(208.0, 2314.0]",3.2383838383838386,"(1.014, 3.444]",,data,26.71343766864544
1447,1038,"(208.0, 2314.0]",3.775529865125241,"(3.735, 4.0]",,data,28.00863464651916
1448,1243,"(208.0, 2314.0]",2.8061142397425582,"(1.014, 3.444]",,data,33.54020507285483
1449,109,"(96.0, 208.0]",2.9908256880733943,"(1.014, 3.444]",,data,2.941176470588235
1450,751,"(208.0, 2314.0]",3.8974700399467377,"(3.735, 4.0]",,data,20.264436049649216
1451,20,"(19.999, 44.0]",4.15,"(4.0, 4.963]",,data,0.5396654074473827
1452,28,"(19.999, 44.0]",3.5714285714285716,"(3.444, 3.735]",,data,0.7555315704263357
1453,22,"(19.999, 44.0]",3.8636363636363638,"(3.735, 4.0]",,data,0.5936319481921208
1454,61,"(44.0, 96.0]",3.7540983606557377,"(3.735, 4.0]",,data,1.645979492714517
1455,22,"(19.999, 44.0]",4.045454545454546,"(4.0, 4.963]",,data,0.5936319481921208
1456,307,"(208.0, 2314.0]",3.95114006514658,"(3.735, 4.0]",,data,8.283864004317323
1457,97,"(96.0, 208.0]",3.9896907216494846,"(3.735, 4.0]",,data,2.617377226119806
1458,21,"(19.999, 44.0]",4.0476190476190474,"(4.0, 4.963]",,data,0.5666486778197518
1459,28,"(19.999, 44.0]",3.0357142857142856,"(1.014, 3.444]",,data,0.7555315704263357
1460,50,"(44.0, 96.0]",3.34,"(1.014, 3.444]",,data,1.3491635186184565
1461,38,"(19.999, 44.0]",3.5,"(3.444, 3.735]",,data,1.0253642741500268
1462,116,"(96.0, 208.0]",3.5948275862068964,"(3.444, 3.735]",,data,3.130059363194819
1463,108,"(96.0, 208.0]",3.675925925925926,"(3.444, 3.735]",,data,2.914193200215866
1464,611,"(208.0, 2314.0]",3.741407528641571,"(3.735, 4.0]",,data,16.48677819751754
1465,252,"(208.0, 2314.0]",3.630952380952381,"(3.444, 3.735]",,data,6.799784133837021
1466,88,"(44.0, 96.0]",3.534090909090909,"(3.444, 3.735]",,data,2.3745277927684834
1467,102,"(96.0, 208.0]",3.519607843137255,"(3.444, 3.735]",,data,2.7522935779816518
1468,32,"(19.999, 44.0]",4.0625,"(4.0, 4.963]",,data,0.8634646519158122
1469,710,"(208.0, 2314.0]",2.6943661971830988,"(1.014, 3.444]",,data,19.158121964382083
1470,27,"(19.999, 44.0]",3.814814814814815,"(3.735, 4.0]",,data,0.7285483000539665
1471,233,"(208.0, 2314.0]",3.6008583690987126,"(3.444, 3.735]",,data,6.287101996762008
1472,240,"(208.0, 2314.0]",2.970833333333333,"(1.014, 3.444]",,data,6.475984889368592
1473,130,"(96.0, 208.0]",3.7846153846153845,"(3.735, 4.0]",,data,3.507825148407987
1474,79,"(44.0, 96.0]",3.8987341772151898,"(3.735, 4.0]",,data,2.1316783594171613
1475,70,"(44.0, 96.0]",3.757142857142857,"(3.735, 4.0]",,data,1.8888289260658393
1476,33,"(19.999, 44.0]",4.0606060606060606,"(4.0, 4.963]",,data,0.8904479222881814
1477,32,"(19.999, 44.0]",3.9375,"(3.735, 4.0]",,data,0.8634646519158122
1478,29,"(19.999, 44.0]",4.103448275862069,"(4.0, 4.963]",,data,0.7825148407987047
1479,43,"(19.999, 44.0]",3.395348837209302,"(1.014, 3.444]",,data,1.1602806260118728
1480,100,"(96.0, 208.0]",4.38,"(4.0, 4.963]",,data,2.698327037236913
1481,61,"(44.0, 96.0]",3.2295081967213113,"(1.014, 3.444]",,data,1.645979492714517
1482,258,"(208.0, 2314.0]",3.0968992248062017,"(1.014, 3.444]",,data,6.961683756071235
1483,314,"(208.0, 2314.0]",3.6146496815286624,"(3.444, 3.735]",,data,8.472746896923908
1484,23,"(19.999, 44.0]",3.9130434782608696,"(3.735, 4.0]",,data,0.62061521856449
1485,48,"(44.0, 96.0]",3.5833333333333335,"(3.444, 3.735]",,data,1.2951969778737182
1486,41,"(19.999, 44.0]",3.2195121951219514,"(1.014, 3.444]",,data,1.1063140852671345
1487,21,"(19.999, 44.0]",4.095238095238095,"(4.0, 4.963]",,data,0.5666486778197518
1488,489,"(208.0, 2314.0]",2.443762781186094,"(1.014, 3.444]",,data,13.194819212088504
1489,180,"(96.0, 208.0]",4.1,"(4.0, 4.963]",,data,4.856988667026443
1490,253,"(208.0, 2314.0]",3.2490118577075098,"(1.014, 3.444]",,data,6.82676740420939
1491,107,"(96.0, 208.0]",3.2149532710280373,"(1.014, 3.444]",,data,2.887209929843497
1492,20,"(19.999, 44.0]",3.75,"(3.735, 4.0]",,data,0.5396654074473827
1493,98,"(96.0, 208.0]",3.795918367346939,"(3.735, 4.0]",,data,2.6443604964921748
1494,182,"(96.0, 208.0]",2.620879120879121,"(1.014, 3.444]",,data,4.910955207771182
1495,597,"(208.0, 2314.0]",2.85929648241206,"(1.014, 3.444]",,data,16.10901241230437
1496,199,"(96.0, 208.0]",3.864321608040201,"(3.735, 4.0]",,data,5.369670804101457
1497,116,"(96.0, 208.0]",3.8275862068965516,"(3.735, 4.0]",,data,3.130059363194819
1498,130,"(96.0, 208.0]",3.9384615384615387,"(3.735, 4.0]",,data,3.507825148407987
1499,115,"(96.0, 208.0]",3.9043478260869566,"(3.735, 4.0]",,data,3.1030760928224503
1500,542,"(208.0, 2314.0]",3.726937269372694,"(3.444, 3.735]",,data,14.624932541824068
1501,273,"(208.0, 2314.0]",3.399267399267399,"(1.014, 3.444]",,data,7.3664328116567726
1502,272,"(208.0, 2314.0]",3.5073529411764706,"(3.444, 3.735]",,data,7.339449541284404
1503,42,"(19.999, 44.0]",3.642857142857143,"(3.444, 3.735]",,data,1.1332973556395036
1504,318,"(208.0, 2314.0]",3.738993710691824,"(3.735, 4.0]",,data,8.580679978413382
1505,105,"(96.0, 208.0]",3.8095238095238093,"(3.735, 4.0]",,data,2.8332433890987585
1506,108,"(96.0, 208.0]",4.185185185185185,"(4.0, 4.963]",,data,2.914193200215866
1507,29,"(19.999, 44.0]",3.310344827586207,"(1.014, 3.444]",,data,0.7825148407987047
1508,297,"(208.0, 2314.0]",2.983164983164983,"(1.014, 3.444]",,data,8.014031300593633
1509,33,"(19.999, 44.0]",3.606060606060606,"(3.444, 3.735]",,data,0.8904479222881814
1510,91,"(44.0, 96.0]",4.087912087912088,"(4.0, 4.963]",,data,2.455477603885591
1511,34,"(19.999, 44.0]",3.235294117647059,"(1.014, 3.444]",,data,0.9174311926605505
1512,143,"(96.0, 208.0]",4.055944055944056,"(4.0, 4.963]",,data,3.858607663248786
1513,127,"(96.0, 208.0]",3.763779527559055,"(3.735, 4.0]",,data,3.426875337290879
1514,24,"(19.999, 44.0]",3.75,"(3.735, 4.0]",,data,0.6475984889368591
1515,292,"(208.0, 2314.0]",3.1164383561643834,"(1.014, 3.444]",,data,7.879114948731786
1516,64,"(44.0, 96.0]",3.609375,"(3.444, 3.735]",,data,1.7269293038316245
1517,25,"(19.999, 44.0]",4.48,"(4.0, 4.963]",,data,0.6745817593092283
1518,87,"(44.0, 96.0]",3.528735632183908,"(3.444, 3.735]",,data,2.3475445223961144
1519,23,"(19.999, 44.0]",4.0,"(3.735, 4.0]",,data,0.62061521856449
1520,72,"(44.0, 96.0]",3.263888888888889,"(1.014, 3.444]",,data,1.9427954668105774
1521,78,"(44.0, 96.0]",3.641025641025641,"(3.444, 3.735]",,data,2.1046950890447924
1522,92,"(44.0, 96.0]",3.717391304347826,"(3.444, 3.735]",,data,2.48246087425796
1523,253,"(208.0, 2314.0]",3.7351778656126484,"(3.444, 3.735]",,data,6.82676740420939
1524,101,"(96.0, 208.0]",3.6633663366336635,"(3.444, 3.735]",,data,2.7253103076092824
1525,32,"(19.999, 44.0]",4.15625,"(4.0, 4.963]",,data,0.8634646519158122
1526,104,"(96.0, 208.0]",3.1538461538461537,"(1.014, 3.444]",,data,2.8062601187263896
1527,69,"(44.0, 96.0]",4.086956521739131,"(4.0, 4.963]",,data,1.8618456556934702
1528,30,"(19.999, 44.0]",3.7666666666666666,"(3.735, 4.0]",,data,0.809498111171074
1529,404,"(208.0, 2314.0]",3.8514851485148514,"(3.735, 4.0]",,data,10.90124123043713
1530,39,"(19.999, 44.0]",3.4615384615384617,"(3.444, 3.735]",,data,1.0523475445223962
1531,126,"(96.0, 208.0]",4.095238095238095,"(4.0, 4.963]",,data,3.3998920669185106
1532,75,"(44.0, 96.0]",3.84,"(3.735, 4.0]",,data,2.0237452779276848
1533,21,"(19.999, 44.0]",3.619047619047619,"(3.444, 3.735]",,data,0.5666486778197518
1534,29,"(19.999, 44.0]",3.896551724137931,"(3.735, 4.0]",,data,0.7825148407987047
1535,36,"(19.999, 44.0]",4.222222222222222,"(4.0, 4.963]",,data,0.9713977334052887
1536,38,"(19.999, 44.0]",3.763157894736842,"(3.735, 4.0]",,data,1.0253642741500268
1537,93,"(44.0, 96.0]",3.989247311827957,"(3.735, 4.0]",,data,2.5094441446303293
1538,27,"(19.999, 44.0]",4.37037037037037,"(4.0, 4.963]",,data,0.7285483000539665
1539,118,"(96.0, 208.0]",3.805084745762712,"(3.735, 4.0]",,data,3.184025903939557
1540,26,"(19.999, 44.0]",4.423076923076923,"(4.0, 4.963]",,data,0.7015650296815974
1541,293,"(208.0, 2314.0]",3.6723549488054608,"(3.444, 3.735]",,data,7.906098219104156
1542,173,"(96.0, 208.0]",3.46242774566474,"(3.444, 3.735]",,data,4.6681057744198595
1543,165,"(96.0, 208.0]",3.690909090909091,"(3.444, 3.735]",,data,4.452239611440906
1544,217,"(208.0, 2314.0]",3.1013824884792625,"(1.014, 3.444]",,data,5.855369670804102
1545,342,"(208.0, 2314.0]",3.754385964912281,"(3.735, 4.0]",,data,9.228278467350243
1546,134,"(96.0, 208.0]",3.9328358208955225,"(3.735, 4.0]",,data,3.6157582298974638
1547,48,"(44.0, 96.0]",3.5833333333333335,"(3.444, 3.735]",,data,1.2951969778737182
1548,21,"(19.999, 44.0]",3.619047619047619,"(3.444, 3.735]",,data,0.5666486778197518
1549,29,"(19.999, 44.0]",3.9310344827586206,"(3.735, 4.0]",,data,0.7825148407987047
1550,166,"(96.0, 208.0]",3.9397590361445785,"(3.735, 4.0]",,data,4.479222881813276
1551,255,"(208.0, 2314.0]",3.6862745098039214,"(3.444, 3.735]",,data,6.8807339449541285
1552,43,"(19.999, 44.0]",3.7209302325581395,"(3.444, 3.735]",,data,1.1602806260118728
1553,31,"(19.999, 44.0]",3.806451612903226,"(3.735, 4.0]",,data,0.8364813815434431
1554,79,"(44.0, 96.0]",4.3544303797468356,"(4.0, 4.963]",,data,2.1316783594171613
1555,345,"(208.0, 2314.0]",3.208695652173913,"(1.014, 3.444]",,data,9.30922827846735
1556,57,"(44.0, 96.0]",3.982456140350877,"(3.735, 4.0]",,data,1.5380464112250405
1557,26,"(19.999, 44.0]",4.115384615384615,"(4.0, 4.963]",,data,0.7015650296815974
1558,51,"(44.0, 96.0]",3.588235294117647,"(3.444, 3.735]",,data,1.3761467889908259
1559,164,"(96.0, 208.0]",3.4939024390243905,"(3.444, 3.735]",,data,4.425256341068538
1560,161,"(96.0, 208.0]",4.0062111801242235,"(4.0, 4.963]",,data,4.34430652995143
1561,38,"(19.999, 44.0]",2.8684210526315788,"(1.014, 3.444]",,data,1.0253642741500268
1562,84,"(44.0, 96.0]",3.8095238095238093,"(3.735, 4.0]",,data,2.2665947112790072
1563,124,"(96.0, 208.0]",3.056451612903226,"(1.014, 3.444]",,data,3.3459255261737724
1564,47,"(44.0, 96.0]",3.74468085106383,"(3.735, 4.0]",,data,1.268213707501349
1565,24,"(19.999, 44.0]",3.5,"(3.444, 3.735]",,data,0.6475984889368591
1566,100,"(96.0, 208.0]",3.89,"(3.735, 4.0]",,data,2.698327037236913
1567,28,"(19.999, 44.0]",4.0,"(3.735, 4.0]",,data,0.7555315704263357
1568,90,"(44.0, 96.0]",4.588888888888889,"(4.0, 4.963]",,data,2.4284943335132216
1569,66,"(44.0, 96.0]",3.5454545454545454,"(3.444, 3.735]",,data,1.7808958445763627
1570,153,"(96.0, 208.0]",3.947712418300654,"(3.735, 4.0]",,data,4.128440366972478
1571,45,"(44.0, 96.0]",3.1777777777777776,"(1.014, 3.444]",,data,1.2142471667566108
1572,29,"(19.999, 44.0]",3.689655172413793,"(3.444, 3.735]",,data,0.7825148407987047
1573,52,"(44.0, 96.0]",3.5961538461538463,"(3.444, 3.735]",,data,1.4031300593631948
1574,54,"(44.0, 96.0]",3.8703703703703702,"(3.735, 4.0]",,data,1.457096600107933
1575,48,"(44.0, 96.0]",3.875,"(3.735, 4.0]",,data,1.2951969778737182
1576,125,"(96.0, 208.0]",4.104,"(4.0, 4.963]",,data,3.3729087965461417
1577,31,"(19.999, 44.0]",4.161290322580645,"(4.0, 4.963]",,data,0.8364813815434431
1578,765,"(208.0, 2314.0]",3.4496732026143793,"(3.444, 3.735]",,data,20.642201834862387
1579,37,"(19.999, 44.0]",3.5405405405405403,"(3.444, 3.735]",,data,0.9983810037776578
1580,41,"(19.999, 44.0]",3.2195121951219514,"(1.014, 3.444]",,data,1.1063140852671345
1581,22,"(19.999, 44.0]",3.6363636363636362,"(3.444, 3.735]",,data,0.5936319481921208
1582,52,"(44.0, 96.0]",3.730769230769231,"(3.444, 3.735]",,data,1.4031300593631948
1583,461,"(208.0, 2314.0]",3.3253796095444685,"(1.014, 3.444]",,data,12.439287641662169
1584,112,"(96.0, 208.0]",3.607142857142857,"(3.444, 3.735]",,data,3.0221262817053427
1585,415,"(208.0, 2314.0]",4.424096385542168,"(4.0, 4.963]",,data,11.198057204533189
1586,554,"(208.0, 2314.0]",3.332129963898917,"(1.014, 3.444]",,data,14.948731786292498
1587,47,"(44.0, 96.0]",4.170212765957447,"(4.0, 4.963]",,data,1.268213707501349
1588,99,"(96.0, 208.0]",3.7777777777777777,"(3.735, 4.0]",,data,2.671343766864544
1589,40,"(19.999, 44.0]",4.0,"(3.735, 4.0]",,data,1.0793308148947653
1590,314,"(208.0, 2314.0]",4.340764331210191,"(4.0, 4.963]",,data,8.472746896923908
1591,306,"(208.0, 2314.0]",3.6209150326797386,"(3.444, 3.735]",,data,8.256880733944955
1592,206,"(96.0, 208.0]",3.0388349514563107,"(1.014, 3.444]",,data,5.5585536967080404
1593,147,"(96.0, 208.0]",3.727891156462585,"(3.444, 3.735]",,data,3.9665407447382623
1594,133,"(96.0, 208.0]",4.045112781954887,"(4.0, 4.963]",,data,3.5887749595250944
1595,23,"(19.999, 44.0]",3.5652173913043477,"(3.444, 3.735]",,data,0.62061521856449
1596,230,"(208.0, 2314.0]",3.5565217391304347,"(3.444, 3.735]",,data,6.206152185644901
1597,184,"(96.0, 208.0]",3.494565217391304,"(3.444, 3.735]",,data,4.96492174851592
1598,550,"(208.0, 2314.0]",3.3018181818181818,"(1.014, 3.444]",,data,14.84079870480302
1599,394,"(208.0, 2314.0]",3.431472081218274,"(1.014, 3.444]",,data,10.631408526713438
1600,205,"(96.0, 208.0]",3.9073170731707316,"(3.735, 4.0]",,data,5.531570426335672
1601,120,"(96.0, 208.0]",4.1,"(4.0, 4.963]",,data,3.237992444684296
1602,70,"(44.0, 96.0]",3.842857142857143,"(3.735, 4.0]",,data,1.8888289260658393
1603,24,"(19.999, 44.0]",4.166666666666667,"(4.0, 4.963]",,data,0.6475984889368591
1604,964,"(208.0, 2314.0]",3.3122406639004147,"(1.014, 3.444]",,data,26.01187263896384
1605,206,"(96.0, 208.0]",3.79126213592233,"(3.735, 4.0]",,data,5.5585536967080404
1606,276,"(208.0, 2314.0]",3.1847826086956523,"(1.014, 3.444]",,data,7.447382622773881
1607,144,"(96.0, 208.0]",2.0833333333333335,"(1.014, 3.444]",,data,3.8855909336211547
1608,359,"(208.0, 2314.0]",3.4206128133704734,"(1.014, 3.444]",,data,9.686994063680517
1609,28,"(19.999, 44.0]",3.9642857142857144,"(3.735, 4.0]",,data,0.7555315704263357
1610,556,"(208.0, 2314.0]",3.573741007194245,"(3.444, 3.735]",,data,15.002698327037237
1611,23,"(19.999, 44.0]",3.652173913043478,"(3.444, 3.735]",,data,0.62061521856449
1612,795,"(208.0, 2314.0]",3.4264150943396228,"(1.014, 3.444]",,data,21.451699946033457
1613,61,"(44.0, 96.0]",3.3934426229508197,"(1.014, 3.444]",,data,1.645979492714517
1614,21,"(19.999, 44.0]",3.0476190476190474,"(1.014, 3.444]",,data,0.5666486778197518
1615,254,"(208.0, 2314.0]",3.1338582677165356,"(1.014, 3.444]",,data,6.853750674581758
1616,228,"(208.0, 2314.0]",3.0833333333333335,"(1.014, 3.444]",,data,6.152185644900162
1617,91,"(44.0, 96.0]",4.208791208791209,"(4.0, 4.963]",,data,2.455477603885591
1618,33,"(19.999, 44.0]",4.03030303030303,"(4.0, 4.963]",,data,0.8904479222881814
1619,36,"(19.999, 44.0]",3.9444444444444446,"(3.735, 4.0]",,data,0.9713977334052887
1620,22,"(19.999, 44.0]",3.1363636363636362,"(1.014, 3.444]",,data,0.5936319481921208
1621,26,"(19.999, 44.0]",3.730769230769231,"(3.444, 3.735]",,data,0.7015650296815974
1622,70,"(44.0, 96.0]",4.214285714285714,"(4.0, 4.963]",,data,1.8888289260658393
1623,350,"(208.0, 2314.0]",3.005714285714286,"(1.014, 3.444]",,data,9.444144630329196
1624,45,"(44.0, 96.0]",3.3555555555555556,"(1.014, 3.444]",,data,1.2142471667566108
1625,271,"(208.0, 2314.0]",3.4391143911439115,"(1.014, 3.444]",,data,7.312466270912034
1626,48,"(44.0, 96.0]",2.9791666666666665,"(1.014, 3.444]",,data,1.2951969778737182
1627,451,"(208.0, 2314.0]",3.745011086474501,"(3.735, 4.0]",,data,12.169454937938479
1628,65,"(44.0, 96.0]",3.4923076923076923,"(3.444, 3.735]",,data,1.7539125742039936
1629,117,"(96.0, 208.0]",2.264957264957265,"(1.014, 3.444]",,data,3.1570426335671886
1630,260,"(208.0, 2314.0]",3.8423076923076924,"(3.735, 4.0]",,data,7.015650296815974
1631,768,"(208.0, 2314.0]",2.7760416666666665,"(1.014, 3.444]",,data,20.72315164597949
1632,34,"(19.999, 44.0]",2.9705882352941178,"(1.014, 3.444]",,data,0.9174311926605505
1633,106,"(96.0, 208.0]",3.5849056603773586,"(3.444, 3.735]",,data,2.860226659471128
1634,793,"(208.0, 2314.0]",3.780580075662043,"(3.735, 4.0]",,data,21.397733405288722
1635,170,"(96.0, 208.0]",2.8,"(1.014, 3.444]",,data,4.587155963302752
1636,85,"(44.0, 96.0]",3.988235294117647,"(3.735, 4.0]",,data,2.293577981651376
1637,39,"(19.999, 44.0]",4.205128205128205,"(4.0, 4.963]",,data,1.0523475445223962
1638,551,"(208.0, 2314.0]",3.658802177858439,"(3.444, 3.735]",,data,14.867781975175392
1639,161,"(96.0, 208.0]",2.472049689440994,"(1.014, 3.444]",,data,4.34430652995143
1640,232,"(208.0, 2314.0]",2.6810344827586206,"(1.014, 3.444]",,data,6.260118726389638
1641,74,"(44.0, 96.0]",3.5,"(3.444, 3.735]",,data,1.9967620075553156
1642,233,"(208.0, 2314.0]",4.28755364806867,"(4.0, 4.963]",,data,6.287101996762008
1643,48,"(44.0, 96.0]",3.0625,"(1.014, 3.444]",,data,1.2951969778737182
1644,522,"(208.0, 2314.0]",4.061302681992337,"(4.0, 4.963]",,data,14.085267134376686
1645,62,"(44.0, 96.0]",3.064516129032258,"(1.014, 3.444]",,data,1.6729627630868862
1646,882,"(208.0, 2314.0]",3.2301587301587302,"(1.014, 3.444]",,data,23.799244468429574
1647,149,"(96.0, 208.0]",3.442953020134228,"(1.014, 3.444]",,data,4.020507285483001
1648,57,"(44.0, 96.0]",3.8421052631578947,"(3.735, 4.0]",,data,1.5380464112250405
1649,213,"(208.0, 2314.0]",3.647887323943662,"(3.444, 3.735]",,data,5.747436589314625
1650,35,"(19.999, 44.0]",3.2,"(1.014, 3.444]",,data,0.9444144630329196
1651,27,"(19.999, 44.0]",3.3703703703703702,"(1.014, 3.444]",,data,0.7285483000539665
1652,25,"(19.999, 44.0]",3.92,"(3.735, 4.0]",,data,0.6745817593092283
1653,47,"(44.0, 96.0]",4.446808510638298,"(4.0, 4.963]",,data,1.268213707501349
1654,175,"(96.0, 208.0]",3.8,"(3.735, 4.0]",,data,4.722072315164598
1655,25,"(19.999, 44.0]",3.48,"(3.444, 3.735]",,data,0.6745817593092283
1656,45,"(44.0, 96.0]",3.888888888888889,"(3.735, 4.0]",,data,1.2142471667566108
1657,398,"(208.0, 2314.0]",3.419597989949749,"(1.014, 3.444]",,data,10.739341608202913
1658,57,"(44.0, 96.0]",2.7719298245614037,"(1.014, 3.444]",,data,1.5380464112250405
1659,62,"(44.0, 96.0]",3.967741935483871,"(3.735, 4.0]",,data,1.6729627630868862
1660,37,"(19.999, 44.0]",3.891891891891892,"(3.735, 4.0]",,data,0.9983810037776578
1661,25,"(19.999, 44.0]",3.64,"(3.444, 3.735]",,data,0.6745817593092283
1662,46,"(44.0, 96.0]",4.130434782608695,"(4.0, 4.963]",,data,1.24123043712898
1663,20,"(19.999, 44.0]",3.4,"(1.014, 3.444]",,data,0.5396654074473827
1664,63,"(44.0, 96.0]",3.6825396825396823,"(3.444, 3.735]",,data,1.6999460334592553
1665,397,"(208.0, 2314.0]",3.3425692695214106,"(1.014, 3.444]",,data,10.712358337830546
1666,499,"(208.0, 2314.0]",3.4128256513026054,"(1.014, 3.444]",,data,13.464651915812196
1667,29,"(19.999, 44.0]",4.0,"(3.735, 4.0]",,data,0.7825148407987047
1668,30,"(19.999, 44.0]",3.7333333333333334,"(3.444, 3.735]",,data,0.809498111171074
1669,56,"(44.0, 96.0]",4.714285714285714,"(4.0, 4.963]",,data,1.5110631408526713
1670,638,"(208.0, 2314.0]",3.8620689655172415,"(3.735, 4.0]",,data,17.215326497571507
1671,39,"(19.999, 44.0]",3.7435897435897436,"(3.735, 4.0]",,data,1.0523475445223962
1672,81,"(44.0, 96.0]",4.37037037037037,"(4.0, 4.963]",,data,2.1856449001618996
1673,22,"(19.999, 44.0]",3.727272727272727,"(3.444, 3.735]",,data,0.5936319481921208
1674,565,"(208.0, 2314.0]",3.208849557522124,"(1.014, 3.444]",,data,15.24554776038856
1675,865,"(208.0, 2314.0]",3.492485549132948,"(3.444, 3.735]",,data,23.3405288720993
1676,43,"(19.999, 44.0]",3.558139534883721,"(3.444, 3.735]",,data,1.1602806260118728
1677,122,"(96.0, 208.0]",3.4508196721311477,"(3.444, 3.735]",,data,3.291958985429034
1678,82,"(44.0, 96.0]",3.926829268292683,"(3.735, 4.0]",,data,2.212628170534269
1679,1850,"(208.0, 2314.0]",3.5556756756756758,"(3.444, 3.735]",,data,49.91905018888289
1680,121,"(96.0, 208.0]",4.132231404958677,"(4.0, 4.963]",,data,3.264975715056665
1681,27,"(19.999, 44.0]",4.407407407407407,"(4.0, 4.963]",,data,0.7285483000539665
1682,175,"(96.0, 208.0]",3.4857142857142858,"(3.444, 3.735]",,data,4.722072315164598
1683,62,"(44.0, 96.0]",4.032258064516129,"(4.0, 4.963]",,data,1.6729627630868862
1684,430,"(208.0, 2314.0]",3.574418604651163,"(3.444, 3.735]",,data,11.602806260118728
1685,28,"(19.999, 44.0]",3.5357142857142856,"(3.444, 3.735]",,data,0.7555315704263357
1686,393,"(208.0, 2314.0]",3.5318066157760812,"(3.444, 3.735]",,data,10.604425256341068
1687,132,"(96.0, 208.0]",3.5757575757575757,"(3.444, 3.735]",,data,3.5617916891527255
1688,128,"(96.0, 208.0]",3.609375,"(3.444, 3.735]",,data,3.453858607663249
1689,149,"(96.0, 208.0]",3.5167785234899327,"(3.444, 3.735]",,data,4.020507285483001
1690,50,"(44.0, 96.0]",3.52,"(3.444, 3.735]",,data,1.3491635186184565
1691,207,"(96.0, 208.0]",4.478260869565218,"(4.0, 4.963]",,data,5.58553696708041
1692,310,"(208.0, 2314.0]",3.7419354838709675,"(3.735, 4.0]",,data,8.364813815434431
1693,398,"(208.0, 2314.0]",3.741206030150754,"(3.735, 4.0]",,data,10.739341608202913
1694,196,"(96.0, 208.0]",3.6530612244897958,"(3.444, 3.735]",,data,5.2887209929843495
1695,314,"(208.0, 2314.0]",3.621019108280255,"(3.444, 3.735]",,data,8.472746896923908
1696,354,"(208.0, 2314.0]",4.18361581920904,"(4.0, 4.963]",,data,9.552077711818672
1697,957,"(208.0, 2314.0]",3.9310344827586206,"(3.735, 4.0]",,data,25.822989746357262
1698,348,"(208.0, 2314.0]",4.313218390804598,"(4.0, 4.963]",,data,9.390178089584458
1699,45,"(44.0, 96.0]",3.533333333333333,"(3.444, 3.735]",,data,1.2142471667566108
1700,552,"(208.0, 2314.0]",3.5543478260869565,"(3.444, 3.735]",,data,14.894765245547761
1701,80,"(44.0, 96.0]",4.55,"(4.0, 4.963]",,data,2.1586616297895307
1702,26,"(19.999, 44.0]",4.076923076923077,"(4.0, 4.963]",,data,0.7015650296815974
1703,36,"(19.999, 44.0]",4.194444444444445,"(4.0, 4.963]",,data,0.9713977334052887
1704,85,"(44.0, 96.0]",3.6941176470588237,"(3.444, 3.735]",,data,2.293577981651376
1705,210,"(208.0, 2314.0]",3.8,"(3.735, 4.0]",,data,5.666486778197517
1706,88,"(44.0, 96.0]",4.329545454545454,"(4.0, 4.963]",,data,2.3745277927684834
1707,22,"(19.999, 44.0]",3.8636363636363638,"(3.735, 4.0]",,data,0.5936319481921208
1708,210,"(208.0, 2314.0]",3.704761904761905,"(3.444, 3.735]",,data,5.666486778197517
1709,79,"(44.0, 96.0]",3.6582278481012658,"(3.444, 3.735]",,data,2.1316783594171613
1710,29,"(19.999, 44.0]",3.6206896551724137,"(3.444, 3.735]",,data,0.7825148407987047
1711,511,"(208.0, 2314.0]",3.512720156555773,"(3.444, 3.735]",,data,13.788451160280626
1712,21,"(19.999, 44.0]",3.3333333333333335,"(1.014, 3.444]",,data,0.5666486778197518
1713,274,"(208.0, 2314.0]",3.510948905109489,"(3.444, 3.735]",,data,7.393416082029142
1714,46,"(44.0, 96.0]",3.4565217391304346,"(3.444, 3.735]",,data,1.24123043712898
